Date (UTC+2:00),Token,Type,Price (CZK),Amount,Total value (CZK),Fee,Fee Currency,Notes
2024-10-19 19:53:00,DOGE,buy,1221209,0.043943,-53664,0,CZK,Stabilní růst
2024-10-20 18:55:00,BTC,sell,112901,0.053678,5941,0,CZK,Stabilní růst
2024-10-20 20:27:00,BNB,buy,1416763,0.073363,-103938,0,CZK,Zisk
2024-10-20 17:20:00,ADA,buy,1335623,0.090501,-120875,0,CZK,Ztráta
2024-10-20 21:56:00,DOGE,buy,581327,0.018654,-10844,0,CZK,Optimalizace robota
2024-10-20 18:39:00,ATOM,buy,1111683,0.040255,-44751,0,CZK,Ztráta
2024-10-21 11:59:00,TRX,buy,647315,0.067924,-43968,0,CZK,Volatilita trhu
2024-10-22 22:12:00,LTC,buy,976354,0.02113,-20630,0,CZK,Automatický trade
2024-10-22 17:49:00,BTC,sell,255099,0.026317,6843,0,CZK,Korekce trhu
2024-10-22 19:21:00,MATIC,buy,719172,0.081644,-58716,0,CZK,Zisk
2024-10-23 10:23:00,SOL,buy,780035,0.062911,-49073,0,CZK,Volatilita trhu
2024-10-24 18:46:00,MATIC,sell,1043684,0.063512,66549,0,CZK,Ztráta
2024-10-24 17:47:00,DOGE,buy,924693,0.025855,-23908,0,CZK,Volatilita trhu
2024-10-24 18:59:00,TRX,buy,573403,0.008321,-4771,0,CZK,Optimalizace robota
2024-10-24 19:46:00,ATOM,sell,519262,0.06949,36307,0,CZK,Korekce trhu
2024-10-25 21:18:00,ETH,buy,393515,0.049636,-19533,0,CZK,Korekce trhu
2024-10-25 18:39:00,MATIC,buy,78086,0.061471,-4800,0,CZK,Korekce trhu
2024-10-25 19:20:00,AVAX,buy,535424,0.008109,-4342,0,CZK,Zisk
2024-10-25 08:16:00,XRP,buy,368412,0.043714,-16105,0,CZK,Ztráta
2024-10-26 19:21:00,ETH,buy,1497800,0.093525,-140082,0,CZK,Ztráta
2024-10-27 20:58:00,DOT,buy,659879,0.069043,-45560,0,CZK,Stabilní růst
2024-10-27 21:18:00,BTC,buy,227944,0.091985,-20967,0,CZK,Korekce trhu
2024-10-27 21:19:00,DOGE,sell,153329,0.026984,4536,0,CZK,Korekce trhu
2024-10-28 15:21:00,LTC,sell,38195,0.062811,2780,0,CZK,Optimalizace robota
2024-10-29 16:41:00,XRP,buy,131470,0.005157,-678,0,CZK,Automatický trade
2024-10-29 16:56:00,LINK,buy,249895,0.013815,-3452,0,CZK,Zisk
2024-10-29 21:54:00,MATIC,sell,142627,0.076419,10953,0,CZK,Ztráta
2024-10-29 14:55:00,ETH,sell,429843,0.035191,15104,0,CZK,Ztráta
2024-10-29 17:54:00,TRX,buy,51106,0.062257,-3182,0,CZK,Ztráta
2024-10-30 20:11:00,TRX,sell,892954,0.030819,27568,0,CZK,Ztráta
2024-10-30 20:18:00,BTC,sell,1322456,0.097161,128890,0,CZK,Zisk
2024-10-30 15:01:00,SOL,sell,1186100,0.017976,21244,0,CZK,Optimalizace robota
2024-10-30 13:12:00,SOL,buy,1052606,0.085949,-90470,0,CZK,Ztráta
2024-10-30 18:27:00,ETH,buy,947863,0.065691,-62266,0,CZK,Stabilní růst
2024-10-31 08:02:00,TRX,sell,996451,0.064209,64296,0,CZK,Ztráta
2024-10-31 10:09:00,MATIC,sell,416377,0.017593,7266,0,CZK,Zisk
2024-11-01 15:29:00,ETH,buy,694502,0.046163,-32060,0,CZK,Optimalizace robota
2024-11-01 15:34:00,TRX,buy,1159568,0.048698,-56469,0,CZK,Korekce trhu
2024-11-01 10:31:00,BNB,sell,317308,0.038198,12285,0,CZK,Stabilní růst
2024-11-02 18:06:00,XRP,sell,1129256,0.054576,61506,0,CZK,Zisk
2024-11-03 13:44:00,ADA,buy,410588,0.086582,-35550,0,CZK,Korekce trhu
2024-11-03 17:12:00,BTC,buy,93789,0.096967,-9094,0,CZK,Volatilita trhu
2024-11-03 16:34:00,MATIC,buy,1172556,0.092468,-108424,0,CZK,Stabilní růst
2024-11-04 10:13:00,XRP,sell,419997,0.037041,15897,0,CZK,Stabilní růst
2024-11-05 18:45:00,AVAX,buy,129316,0.055641,-7195,0,CZK,Optimalizace robota
2024-11-05 22:04:00,LTC,buy,523216,0.076952,-40263,0,CZK,Automatický trade
2024-11-06 12:08:00,LINK,buy,1095083,0.078795,-86287,0,CZK,Ztráta
2024-11-06 19:45:00,DOT,sell,1311742,0.047663,62679,0,CZK,Optimalizace robota
2024-11-06 22:42:00,ETH,buy,193651,0.004052,-785,0,CZK,Zisk
2024-11-06 15:54:00,LTC,buy,1120590,0.053954,-60460,0,CZK,Korekce trhu
2024-11-07 14:04:00,LTC,buy,1395649,0.041293,-57631,0,CZK,Stabilní růst
2024-11-07 16:32:00,BTC,buy,104540,0.001066,-111,0,CZK,Automatický trade
2024-11-07 18:15:00,ADA,sell,877629,0.055611,49151,0,CZK,Optimalizace robota
2024-11-07 14:04:00,LTC,buy,1494823,0.077102,-115254,0,CZK,Stabilní růst
2024-11-08 21:47:00,DOT,sell,1287681,0.061024,78871,0,CZK,Korekce trhu
2024-11-08 10:00:00,MATIC,buy,353206,0.054018,-19079,0,CZK,Volatilita trhu
2024-11-08 14:40:00,TRX,buy,181722,0.036572,-6646,0,CZK,Stabilní růst
2024-11-08 19:09:00,ADA,sell,357091,0.053475,19352,0,CZK,Korekce trhu
2024-11-08 15:04:00,ATOM,sell,452304,0.034475,15746,0,CZK,Zisk
2024-11-08 12:42:00,AVAX,sell,104758,0.032359,3546,0,CZK,Optimalizace robota
2024-11-09 19:39:00,TRX,sell,335125,0.065423,22024,0,CZK,Volatilita trhu
2024-11-09 22:25:00,AVAX,sell,1326149,0.061455,81505,0,CZK,Optimalizace robota
2024-11-09 15:23:00,DOGE,buy,885214,0.030698,-27174,0,CZK,Volatilita trhu
2024-11-10 21:10:00,ETH,sell,1351954,0.078983,106768,0,CZK,Optimalizace robota
2024-11-10 11:28:00,ATOM,buy,39483,0.075469,-2980,0,CZK,Stabilní růst
2024-11-10 12:43:00,LINK,buy,683165,0.077508,-52951,0,CZK,Zisk
2024-11-10 08:14:00,BNB,sell,1247197,0.084122,105054,0,CZK,Automatický trade
2024-11-10 08:50:00,BNB,sell,1357338,0.045056,61531,0,CZK,Korekce trhu
2024-11-10 13:26:00,TRX,sell,1222834,0.050078,61505,0,CZK,Korekce trhu
2024-11-11 20:26:00,MATIC,sell,1322767,0.04249,56479,0,CZK,Ztráta
2024-11-12 21:20:00,ETH,sell,768766,0.054587,41895,0,CZK,Korekce trhu
2024-11-12 21:44:00,DOGE,buy,190402,0.076116,-14493,0,CZK,Volatilita trhu
2024-11-12 15:03:00,ADA,sell,1431460,0.049194,70798,0,CZK,Optimalizace robota
2024-11-12 19:47:00,ETH,buy,263783,0.089107,-23505,0,CZK,Korekce trhu
2024-11-12 16:40:00,BNB,buy,649124,0.008109,-5264,0,CZK,Optimalizace robota
2024-11-13 13:42:00,TRX,sell,1255517,0.083911,105274,0,CZK,Optimalizace robota
2024-11-13 12:59:00,DOGE,sell,1433187,0.089666,128638,0,CZK,Stabilní růst
2024-11-14 19:50:00,AVAX,buy,412156,0.006865,-2829,0,CZK,Zisk
2024-11-14 08:48:00,DOT,buy,1289648,0.057951,-74736,0,CZK,Zisk
2024-11-14 11:04:00,AVAX,buy,1441991,0.02358,-34002,0,CZK,Stabilní růst
2024-11-14 15:10:00,MATIC,sell,873010,0.094114,82449,0,CZK,Stabilní růst
2024-11-14 22:19:00,ATOM,sell,1476845,0.081308,120460,0,CZK,Ztráta
2024-11-15 19:16:00,ADA,buy,839977,0.070786,-59459,0,CZK,Ztráta
2024-11-15 21:58:00,TRX,buy,1372706,0.070874,-97289,0,CZK,Zisk
2024-11-15 08:59:00,ETH,buy,1046231,0.040998,-42893,0,CZK,Korekce trhu
2024-11-15 10:22:00,AVAX,buy,732623,0.034982,-25629,0,CZK,Automatický trade
2024-11-16 18:38:00,TRX,sell,831214,0.033738,28144,0,CZK,Volatilita trhu
2024-11-16 18:37:00,ETH,sell,953166,0.097174,92585,0,CZK,Ztráta
2024-11-16 16:25:00,ETH,buy,1322815,0.089187,-117978,0,CZK,Stabilní růst
2024-11-16 09:47:00,BTC,sell,964949,0.009468,9155,0,CZK,Ztráta
2024-11-16 15:41:00,ETH,sell,1113563,0.087846,97658,0,CZK,Ztráta
2024-11-16 20:56:00,SOL,sell,1300300,0.042536,55548,0,CZK,Zisk
2024-11-17 11:33:00,MATIC,sell,23137,0.072726,1878,0,CZK,Stabilní růst
2024-11-17 18:56:00,ATOM,sell,319859,0.030747,10154,0,CZK,Ztráta
2024-11-17 12:17:00,LTC,sell,264621,0.020625,5796,0,CZK,Optimalizace robota
2024-11-17 19:08:00,BNB,buy,1148418,0.09328,-107124,0,CZK,Automatický trade
2024-11-17 09:53:00,SOL,buy,29782,0.037588,-1119,0,CZK,Optimalizace robota
2024-11-18 17:22:00,ADA,buy,771648,0.062591,-48298,0,CZK,Korekce trhu
2024-11-19 14:02:00,SOL,sell,477016,0.014533,7292,0,CZK,Ztráta
2024-11-19 09:21:00,BNB,sell,624550,0.08769,54942,0,CZK,Zisk
2024-11-19 14:35:00,ADA,buy,686117,0.047692,-32722,0,CZK,Korekce trhu
2024-11-19 16:54:00,BNB,buy,1472902,0.055789,-82172,0,CZK,Volatilita trhu
2024-11-19 20:17:00,BNB,buy,520913,0.07136,-37172,0,CZK,Ztráta
2024-11-20 22:08:00,LINK,sell,1366581,0.006953,9545,0,CZK,Volatilita trhu
2024-11-20 20:11:00,TRX,sell,1478073,0.006679,10011,0,CZK,Korekce trhu
2024-11-21 19:51:00,AVAX,sell,271423,0.030516,8272,0,CZK,Optimalizace robota
2024-11-21 19:28:00,XRP,sell,70021,0.083825,6201,0,CZK,Korekce trhu
2024-11-21 16:15:00,BNB,buy,1291541,0.076832,-99232,0,CZK,Optimalizace robota
2024-11-21 18:58:00,ETH,sell,1411782,0.087184,123059,0,CZK,Zisk
2024-11-21 15:43:00,ADA,buy,44077,0.096978,-4274,0,CZK,Ztráta
2024-11-22 19:35:00,SOL,sell,91853,0.038191,3487,0,CZK,Korekce trhu
2024-11-22 17:19:00,ATOM,buy,169086,0.025435,-4301,0,CZK,Volatilita trhu
2024-11-22 11:56:00,LTC,sell,62062,0.098714,6086,0,CZK,Automatický trade
2024-11-22 17:42:00,BNB,sell,1405270,0.066613,93871,0,CZK,Zisk
2024-11-23 22:09:00,ADA,sell,99771,0.086566,8990,0,CZK,Zisk
2024-11-23 21:29:00,TRX,sell,1071654,0.033642,36317,0,CZK,Zisk
2024-11-23 12:49:00,BNB,buy,1269639,0.038661,-49086,0,CZK,Volatilita trhu
2024-11-23 08:03:00,LINK,buy,1207604,0.023778,-28714,0,CZK,Volatilita trhu
2024-11-23 20:22:00,BNB,buy,1092556,0.018846,-20590,0,CZK,Korekce trhu
2024-11-24 10:36:00,SOL,sell,615358,0.090442,55661,0,CZK,Korekce trhu
2024-11-24 12:11:00,ADA,buy,337859,0.062648,-21166,0,CZK,Ztráta
2024-11-24 13:20:00,AVAX,buy,461380,0.027388,-12636,0,CZK,Ztráta
2024-11-24 21:12:00,DOGE,buy,999309,0.015811,-15800,0,CZK,Stabilní růst
2024-11-25 16:00:00,LINK,buy,649678,0.077283,-50209,0,CZK,Stabilní růst
2024-11-25 14:37:00,AVAX,buy,333745,0.052532,-17532,0,CZK,Korekce trhu
2024-11-26 11:44:00,BTC,sell,1189208,0.072118,85954,0,CZK,Optimalizace robota
2024-11-26 08:49:00,ETH,buy,704675,0.080631,-56819,0,CZK,Optimalizace robota
2024-11-26 16:30:00,ETH,sell,167174,0.018835,3113,0,CZK,Zisk
2024-11-26 20:51:00,DOT,buy,1355972,0.079819,-108232,0,CZK,Stabilní růst
2024-11-26 17:56:00,AVAX,buy,304171,0.099954,-30403,0,CZK,Optimalizace robota
2024-11-27 15:31:00,MATIC,sell,1329430,0.027814,37321,0,CZK,Zisk
2024-11-27 17:14:00,DOT,sell,1410397,0.09776,137934,0,CZK,Zisk
2024-11-27 09:44:00,ETH,sell,843301,0.047121,40076,0,CZK,Automatický trade
2024-11-27 08:36:00,ADA,buy,330728,0.093174,-30815,0,CZK,Ztráta
2024-11-28 11:21:00,DOGE,buy,1126467,0.014808,-16681,0,CZK,Ztráta
2024-11-28 20:31:00,MATIC,buy,1331363,0.056868,-75712,0,CZK,Korekce trhu
2024-11-28 21:47:00,SOL,sell,1113614,0.030225,33761,0,CZK,Stabilní růst
2024-11-28 14:24:00,XRP,sell,1238570,0.091219,113180,0,CZK,Volatilita trhu
2024-11-28 18:51:00,ADA,sell,308843,0.099954,30877,0,CZK,Ztráta
2024-11-28 18:48:00,ETH,sell,68936,0.016569,1465,0,CZK,Zisk
2024-11-29 13:24:00,AVAX,sell,1360672,0.001157,1710,0,CZK,Zisk
2024-11-29 22:33:00,MATIC,sell,920258,0.048838,44770,0,CZK,Zisk
2024-11-29 12:25:00,TRX,sell,1226244,0.05772,70919,0,CZK,Optimalizace robota
2024-11-29 15:54:00,ETH,sell,300700,0.065504,20069,0,CZK,Optimalizace robota
2024-11-29 10:56:00,ATOM,sell,1435276,0.060806,87078,0,CZK,Zisk
2024-11-29 18:39:00,BNB,sell,872072,0.037465,32828,0,CZK,Ztráta
2024-11-30 16:25:00,ADA,buy,449487,0.096905,-43558,0,CZK,Ztráta
2024-12-01 21:54:00,BTC,buy,1023434,0.087268,-89313,0,CZK,Korekce trhu
2024-12-01 11:53:00,ATOM,sell,457133,0.065905,29956,0,CZK,Zisk
2024-12-01 14:22:00,TRX,buy,1056958,0.019441,-20548,0,CZK,Stabilní růst
2024-12-01 11:44:00,TRX,buy,196159,0.043321,-8498,0,CZK,Optimalizace robota
2024-12-01 14:02:00,ATOM,sell,1366197,0.056461,77155,0,CZK,Automatický trade
2024-12-02 14:21:00,BTC,sell,399599,0.013442,5458,0,CZK,Optimalizace robota
2024-12-02 21:24:00,ATOM,sell,1264701,0.059571,75205,0,CZK,Korekce trhu
2024-12-02 21:43:00,AVAX,buy,71850,0.046986,-3376,0,CZK,Ztráta
2024-12-03 09:15:00,AVAX,sell,103097,0.056876,5849,0,CZK,Stabilní růst
2024-12-04 10:54:00,LINK,sell,1356412,0.036788,49736,0,CZK,Zisk
2024-12-04 19:27:00,TRX,sell,1314193,0.079376,104542,0,CZK,Korekce trhu
2024-12-04 19:25:00,SOL,buy,581590,0.019904,-11576,0,CZK,Automatický trade
2024-12-04 20:19:00,BTC,buy,1135131,0.002165,-2458,0,CZK,Korekce trhu
2024-12-05 10:49:00,ADA,buy,1456987,0.036034,-52501,0,CZK,Zisk
2024-12-05 15:01:00,ETH,sell,830773,0.053256,44314,0,CZK,Stabilní růst
2024-12-05 20:24:00,AVAX,sell,375158,0.085868,32212,0,CZK,Korekce trhu
2024-12-05 15:37:00,ATOM,buy,210910,0.032148,-6780,0,CZK,Stabilní růst
2024-12-05 10:52:00,SOL,buy,1473349,0.077305,-113897,0,CZK,Optimalizace robota
2024-12-06 22:11:00,ETH,buy,223316,0.090965,-20314,0,CZK,Stabilní růst
2024-12-06 18:07:00,BNB,sell,1358374,0.092804,126286,0,CZK,Volatilita trhu
2024-12-07 09:15:00,LINK,buy,1497999,0.086025,-128865,0,CZK,Ztráta
2024-12-07 18:56:00,TRX,buy,891027,0.080706,-71911,0,CZK,Volatilita trhu
2024-12-07 11:34:00,ADA,buy,1126078,0.086008,-96852,0,CZK,Automatický trade
2024-12-07 12:12:00,AVAX,buy,1048276,0.040057,-41991,0,CZK,Automatický trade
2024-12-08 13:20:00,ATOM,buy,926400,0.015694,-14539,0,CZK,Automatický trade
2024-12-08 11:27:00,DOGE,buy,1398714,0.083591,-116920,0,CZK,Stabilní růst
2024-12-08 12:57:00,MATIC,sell,400796,0.045692,18238,0,CZK,Automatický trade
2024-12-08 15:55:00,ETH,buy,665764,0.04941,-32895,0,CZK,Ztráta
2024-12-09 20:18:00,SOL,sell,1038545,0.073441,76422,0,CZK,Volatilita trhu
2024-12-09 11:36:00,DOT,sell,1262527,0.063264,79998,0,CZK,Automatický trade
2024-12-09 16:09:00,LTC,sell,1046796,0.086043,89979,0,CZK,Stabilní růst
2024-12-09 13:20:00,ETH,sell,732850,0.0519,38357,0,CZK,Stabilní růst
2024-12-10 14:41:00,BNB,sell,416289,0.07292,30345,0,CZK,Volatilita trhu
2024-12-10 18:09:00,XRP,buy,1135413,0.053475,-60716,0,CZK,Ztráta
2024-12-10 11:02:00,ETH,buy,516341,0.003707,-1914,0,CZK,Ztráta
2024-12-10 14:47:00,BNB,buy,1186842,0.002617,-3106,0,CZK,Korekce trhu
2024-12-11 09:33:00,BNB,sell,915588,0.041663,37987,0,CZK,Automatický trade
2024-12-11 18:10:00,TRX,buy,763501,0.001255,-958,0,CZK,Stabilní růst
2024-12-12 08:49:00,LINK,buy,1463566,0.085555,-125215,0,CZK,Ztráta
2024-12-12 15:55:00,LINK,buy,29909,0.004256,-127,0,CZK,Volatilita trhu
2024-12-12 16:40:00,MATIC,buy,824916,0.047288,-39009,0,CZK,Stabilní růst
2024-12-12 09:37:00,TRX,sell,755947,0.052338,39787,0,CZK,Zisk
2024-12-13 15:03:00,AVAX,sell,158879,0.001574,420,0,CZK,Stabilní růst
2024-12-13 09:53:00,XRP,buy,661459,0.086692,-57343,0,CZK,Stabilní růst
2024-12-13 13:12:00,BNB,sell,1461088,0.030602,44926,0,CZK,Korekce trhu
2024-12-13 17:34:00,AVAX,sell,1282487,0.05034,64380,0,CZK,Stabilní růst
2024-12-13 10:49:00,ADA,sell,808280,0.088211,71588,0,CZK,Automatický trade
2024-12-13 18:01:00,SOL,sell,1409171,0.028143,39967,0,CZK,Volatilita trhu
2024-12-14 11:53:00,BNB,sell,1194953,0.093557,112050,0,CZK,Zisk
2024-12-14 12:06:00,DOGE,buy,162713,0.085563,-13922,0,CZK,Volatilita trhu
2024-12-14 18:47:00,BTC,sell,83885,0.009423,989,0,CZK,Stabilní růst
2024-12-14 13:09:00,ADA,sell,882131,0.068802,60734,0,CZK,Optimalizace robota
2024-12-14 12:45:00,TRX,sell,995589,0.00694,7244,0,CZK,Volatilita trhu
2024-12-14 09:32:00,LTC,buy,1239968,0.070557,-87488,0,CZK,Volatilita trhu
2024-12-15 14:06:00,BTC,buy,157565,0.017938,-2826,0,CZK,Korekce trhu
2024-12-15 21:28:00,AVAX,sell,285799,0.081709,23577,0,CZK,Volatilita trhu
2024-12-15 09:17:00,LINK,sell,793628,0.041864,33248,0,CZK,Korekce trhu
2024-12-16 18:17:00,MATIC,sell,1020079,0.094025,96160,0,CZK,Automatický trade
2024-12-17 21:51:00,LINK,sell,647516,0.040414,26225,0,CZK,Optimalizace robota
2024-12-17 18:35:00,LTC,buy,366844,0.032875,-12060,0,CZK,Zisk
2024-12-17 10:18:00,XRP,buy,1297925,0.024509,-31811,0,CZK,Optimalizace robota
2024-12-17 11:10:00,DOT,buy,886221,0.070759,-62708,0,CZK,Ztráta
2024-12-18 17:53:00,SOL,sell,265430,0.014182,3570,0,CZK,Ztráta
2024-12-18 09:10:00,LINK,sell,1448701,0.06093,88247,0,CZK,Automatický trade
2024-12-18 16:55:00,BTC,sell,1483638,0.087437,129935,0,CZK,Korekce trhu
2024-12-19 18:28:00,DOT,sell,776191,0.06229,48722,0,CZK,Ztráta
2024-12-19 14:30:00,ATOM,sell,932072,0.065697,61399,0,CZK,Volatilita trhu
2024-12-20 08:03:00,TRX,buy,856189,0.041215,-35288,0,CZK,Automatický trade
2024-12-20 17:43:00,ADA,sell,720097,0.086167,62147,0,CZK,Optimalizace robota
2024-12-21 21:18:00,DOT,sell,1093670,0.028372,31302,0,CZK,Optimalizace robota
2024-12-21 09:11:00,MATIC,buy,573803,0.070048,-40194,0,CZK,Korekce trhu
2024-12-22 09:26:00,TRX,sell,298608,0.014628,4542,0,CZK,Ztráta
2024-12-22 12:29:00,TRX,sell,846792,0.001134,810,0,CZK,Volatilita trhu
2024-12-22 08:48:00,ADA,sell,325183,0.078062,25699,0,CZK,Volatilita trhu
2024-12-22 11:58:00,TRX,sell,1475873,0.050396,74290,0,CZK,Korekce trhu
2024-12-22 21:31:00,AVAX,sell,142938,0.028635,3927,0,CZK,Automatický trade
2024-12-23 15:21:00,AVAX,sell,431731,0.005596,2452,0,CZK,Korekce trhu
2024-12-24 21:15:00,ADA,sell,907300,0.044003,40276,0,CZK,Zisk
2024-12-24 15:14:00,XRP,sell,1376787,0.06492,89460,0,CZK,Automatický trade
2024-12-24 15:02:00,TRX,buy,1439297,0.043972,-63289,0,CZK,Korekce trhu
2024-12-24 22:07:00,TRX,buy,685596,0.088068,-60379,0,CZK,Stabilní růst
2024-12-24 14:04:00,BTC,buy,1228270,0.05093,-62556,0,CZK,Korekce trhu
2024-12-25 19:37:00,ATOM,buy,796600,0.034007,-27090,0,CZK,Zisk
2024-12-25 18:56:00,DOT,buy,126711,0.07068,-8956,0,CZK,Ztráta
2024-12-25 08:18:00,LTC,buy,877449,0.078906,-69236,0,CZK,Optimalizace robota
2024-12-25 09:19:00,TRX,buy,1287266,0.020974,-26999,0,CZK,Korekce trhu
2024-12-26 16:03:00,BNB,buy,717853,0.01351,-9698,0,CZK,Stabilní růst
2024-12-26 19:09:00,LINK,buy,625132,0.0854,-53386,0,CZK,Optimalizace robota
2024-12-26 22:52:00,MATIC,sell,143427,0.088208,12722,0,CZK,Ztráta
2024-12-26 20:42:00,ETH,sell,661553,0.037871,25401,0,CZK,Ztráta
2024-12-26 11:09:00,SOL,sell,867328,0.032259,27903,0,CZK,Volatilita trhu
2024-12-27 20:49:00,TRX,buy,657850,0.051774,-34060,0,CZK,Ztráta
2024-12-28 14:48:00,TRX,sell,1307403,0.098204,128664,0,CZK,Volatilita trhu
2024-12-29 20:42:00,ETH,sell,693382,0.071917,50078,0,CZK,Korekce trhu
2024-12-29 14:21:00,SOL,buy,1194401,0.093664,-111872,0,CZK,Ztráta
2024-12-30 19:07:00,SOL,sell,1454458,0.078857,114879,0,CZK,Zisk
2024-12-31 13:12:00,ATOM,buy,1487294,0.091109,-135506,0,CZK,Automatický trade
2024-12-31 09:35:00,ATOM,sell,12221,0.044456,906,0,CZK,Automatický trade
2024-12-31 11:56:00,ATOM,buy,719148,0.048445,-34839,0,CZK,Automatický trade
2024-12-31 09:56:00,MATIC,sell,392937,0.046882,18763,0,CZK,Ztráta
2024-12-31 20:18:00,ETH,sell,527798,0.00224,1449,0,CZK,Optimalizace robota
2025-01-01 10:45:00,BNB,buy,703895,0.083331,-58656,0,CZK,Automatický trade
2025-01-02 14:16:00,LTC,buy,480762,0.068845,-33098,0,CZK,Zisk
2025-01-03 11:50:00,TRX,sell,643585,0.031056,20288,0,CZK,Automatický trade
2025-01-03 10:02:00,ETH,sell,791497,0.084991,67369,0,CZK,Volatilita trhu
2025-01-03 11:03:00,BNB,sell,678435,0.016787,11337,0,CZK,Ztráta
2025-01-03 08:14:00,DOGE,buy,244323,0.046271,-11305,0,CZK,Optimalizace robota
2025-01-04 11:03:00,AVAX,sell,264899,0.014805,4115,0,CZK,Stabilní růst
2025-01-05 16:35:00,LTC,sell,365591,0.030192,10861,0,CZK,Ztráta
2025-01-06 16:43:00,ETH,sell,855483,0.070976,61078,0,CZK,Optimalizace robota
2025-01-07 14:58:00,BNB,sell,1007782,0.004718,4743,0,CZK,Ztráta
2025-01-07 09:38:00,LINK,sell,398451,0.062268,24769,0,CZK,Automatický trade
2025-01-07 15:27:00,AVAX,buy,1400874,0.012105,-16958,0,CZK,Automatický trade
2025-01-07 09:27:00,ADA,sell,247263,0.03135,7583,0,CZK,Automatický trade
2025-01-07 08:38:00,SOL,sell,942178,0.031045,29509,0,CZK,Zisk
2025-01-08 09:48:00,ADA,sell,1420003,0.026774,37963,0,CZK,Korekce trhu
2025-01-09 14:21:00,XRP,buy,238058,0.037951,-9035,0,CZK,Korekce trhu
2025-01-09 18:43:00,DOGE,sell,286914,0.057242,16705,0,CZK,Korekce trhu
2025-01-09 17:16:00,AVAX,buy,1017712,0.04326,-44026,0,CZK,Stabilní růst
2025-01-09 17:22:00,TRX,sell,1101589,0.062003,68252,0,CZK,Zisk
2025-01-10 21:54:00,TRX,buy,1091197,0.068517,-74766,0,CZK,Automatický trade
2025-01-11 08:56:00,DOT,buy,469915,0.088766,-41712,0,CZK,Korekce trhu
2025-01-11 13:36:00,SOL,sell,714636,0.020256,14598,0,CZK,Zisk
2025-01-11 09:39:00,ETH,sell,1321868,0.064326,85152,0,CZK,Korekce trhu
2025-01-11 17:07:00,XRP,buy,1029824,0.045349,-46701,0,CZK,Volatilita trhu
2025-01-11 12:42:00,XRP,buy,1015095,0.085824,-87120,0,CZK,Korekce trhu
2025-01-11 08:22:00,SOL,sell,1032215,0.036001,36983,0,CZK,Volatilita trhu
2025-01-12 12:55:00,MATIC,sell,441279,0.063896,28029,0,CZK,Volatilita trhu
2025-01-13 19:57:00,DOT,sell,824469,0.018089,14999,0,CZK,Ztráta
2025-01-13 13:06:00,LINK,sell,195135,0.030294,6300,0,CZK,Volatilita trhu
2025-01-13 12:41:00,ATOM,buy,395980,0.03777,-14956,0,CZK,Zisk
2025-01-14 16:16:00,LTC,buy,1211941,0.078803,-95505,0,CZK,Korekce trhu
2025-01-14 18:18:00,LTC,buy,655268,0.072952,-47803,0,CZK,Stabilní růst
2025-01-14 19:31:00,DOT,buy,631253,0.094494,-59650,0,CZK,Stabilní růst
2025-01-14 22:22:00,XRP,buy,1163708,0.063392,-73770,0,CZK,Optimalizace robota
2025-01-14 17:10:00,SOL,sell,1059859,0.062932,66637,0,CZK,Zisk
2025-01-14 12:58:00,BTC,buy,982161,0.089194,-87603,0,CZK,Automatický trade
2025-01-15 13:25:00,ATOM,sell,1126233,0.056295,63527,0,CZK,Korekce trhu
2025-01-16 08:20:00,DOT,sell,120529,0.022832,2666,0,CZK,Optimalizace robota
2025-01-16 13:16:00,XRP,sell,1355160,0.014565,19835,0,CZK,Optimalizace robota
2025-01-16 09:01:00,LINK,sell,795735,0.036276,29153,0,CZK,Automatický trade
2025-01-16 22:08:00,MATIC,sell,906713,0.020459,18437,0,CZK,Zisk
2025-01-16 10:20:00,MATIC,buy,993326,0.035427,-35191,0,CZK,Ztráta
2025-01-16 17:56:00,ADA,buy,1189947,0.012671,-15078,0,CZK,Optimalizace robota
2025-01-17 20:55:00,ATOM,sell,1394488,0.084266,117584,0,CZK,Zisk
2025-01-17 17:26:00,BNB,buy,753145,0.048254,-36342,0,CZK,Optimalizace robota
2025-01-17 16:12:00,LTC,buy,366019,0.024373,-8921,0,CZK,Automatický trade
2025-01-18 11:45:00,ADA,sell,1190103,0.056749,67428,0,CZK,Stabilní růst
2025-01-18 17:46:00,AVAX,sell,28524,0.068094,1800,0,CZK,Zisk
2025-01-18 13:29:00,BNB,buy,6775,0.06804,-461,0,CZK,Zisk
2025-01-18 11:11:00,DOGE,buy,137890,0.002641,-364,0,CZK,Ztráta
2025-01-19 14:57:00,BNB,sell,151895,0.040636,6188,0,CZK,Automatický trade
2025-01-19 19:46:00,ETH,sell,1033379,0.026228,27082,0,CZK,Korekce trhu
2025-01-19 11:55:00,XRP,sell,53862,0.009551,712,0,CZK,Automatický trade
2025-01-19 11:21:00,AVAX,sell,1312555,0.033192,43714,0,CZK,Volatilita trhu
2025-01-20 12:50:00,AVAX,sell,26775,0.031615,866,0,CZK,Korekce trhu
2025-01-20 16:29:00,MATIC,sell,1244744,0.002432,2985,0,CZK,Volatilita trhu
2025-01-21 11:15:00,TRX,buy,990024,0.046774,-46307,0,CZK,Stabilní růst
2025-01-21 09:12:00,TRX,sell,50716,0.066462,3578,0,CZK,Zisk
